Wed Aug 26 17:27:25 2026       
+-----------------------------------------------------------------------------------------+
| NVIDIA-SMI 595.58.03              Driver Version: 595.58.03      CUDA Version: 13.2     |
+-----------------------------------------+------------------------+----------------------+
| GPU  Name                 Persistence-M | Bus-Id          Disp.A | Volatile Uncorr. ECC |
| Fan  Temp   Perf          Pwr:Usage/Cap |           Memory-Usage | GPU-Util  Compute M. |
|                                         |                        |               MIG M. |
|=========================================+========================+======================|
|   0  NVIDIA A40                     On  |   00000000:03:00.0 Off |                    0 |
|  0%   29C    P8             22W /  300W |       0MiB /  46068MiB |      0%      Default |
|                                         |                        |                  N/A |
+-----------------------------------------+------------------------+----------------------+

+-----------------------------------------------------------------------------------------+
| Processes:                                                                              |
|  GPU   GI   CI              PID   Type   Process name                        GPU Memory |
|        ID   ID                                                               Usage      |
|=========================================================================================|
|  No running processes found                                                             |
+-----------------------------------------------------------------------------------------+

Loaded 560 pre-generated evaluation graphs from evaluation_graphs/shortest_path_ood_size_graphs.pkl.

Evaluating attack limit K=1
K=2, n=200, m=1000, rep=1 | Opt=25.00 | Pred=25.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=200, m=1000, rep=2 | Opt=29.00 | Pred=23.00 | Gap=0.2069 | Hamming=4 | Exact=0
K=2, n=200, m=1000, rep=3 | Opt=19.00 | Pred=15.00 | Gap=0.2105 | Hamming=2 | Exact=0
K=2, n=200, m=1000, rep=4 | Opt=20.00 | Pred=15.00 | Gap=0.2500 | Hamming=4 | Exact=0
K=2, n=200, m=1000, rep=5 | Opt=19.00 | Pred=14.00 | Gap=0.2632 | Hamming=2 | Exact=0
K=2, n=200, m=1000, rep=6 | Opt=18.00 | Pred=16.00 | Gap=0.1111 | Hamming=4 | Exact=0
K=2, n=200, m=1000, rep=7 | Opt=22.00 | Pred=18.00 | Gap=0.1818 | Hamming=2 | Exact=0
K=2, n=200, m=1000, rep=8 | Opt=16.00 | Pred=13.00 | Gap=0.1875 | Hamming=4 | Exact=0
K=2, n=200, m=1000, rep=9 | Opt=29.00 | Pred=23.00 | Gap=0.2069 | Hamming=4 | Exact=0
K=2, n=200, m=1000, rep=10 | Opt=24.00 | Pred=21.00 | Gap=0.1250 | Hamming=4 | Exact=0
K=2, n=200, m=1000, rep=11 | Opt=31.00 | Pred=31.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=200, m=1000, rep=12 | Opt=19.00 | Pred=16.00 | Gap=0.1579 | Hamming=2 | Exact=0
K=2, n=200, m=1000, rep=13 | Opt=18.00 | Pred=13.00 | Gap=0.2778 | Hamming=2 | Exact=0
K=2, n=200, m=1000, rep=14 | Opt=16.00 | Pred=9.00 | Gap=0.4375 | Hamming=4 | Exact=0
K=2, n=200, m=1000, rep=15 | Opt=11.00 | Pred=11.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=200, m=1000, rep=16 | Opt=17.00 | Pred=17.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=200, m=1000, rep=17 | Opt=19.00 | Pred=15.00 | Gap=0.2105 | Hamming=4 | Exact=0
K=2, n=200, m=1000, rep=18 | Opt=18.00 | Pred=14.00 | Gap=0.2222 | Hamming=4 | Exact=0
K=2, n=200, m=1000, rep=19 | Opt=28.00 | Pred=21.00 | Gap=0.2500 | Hamming=4 | Exact=0
K=2, n=200, m=1200, rep=0 | Opt=22.00 | Pred=20.00 | Gap=0.0909 | Hamming=2 | Exact=0
K=2, n=200, m=1200, rep=1 | Opt=16.00 | Pred=13.00 | Gap=0.1875 | Hamming=2 | Exact=0
K=2, n=200, m=1200, rep=2 | Opt=11.00 | Pred=11.00 | Gap=0.0000 | Hamming=1 | Exact=0
K=2, n=200, m=1200, rep=3 | Opt=11.00 | Pred=10.00 | Gap=0.0909 | Hamming=2 | Exact=0
K=2, n=200, m=1200, rep=4 | Opt=14.00 | Pred=10.00 | Gap=0.2857 | Hamming=2 | Exact=0
K=2, n=200, m=1200, rep=5 | Opt=16.00 | Pred=15.00 | Gap=0.0625 | Hamming=2 | Exact=0
K=2, n=200, m=1200, rep=6 | Opt=21.00 | Pred=21.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=200, m=1200, rep=7 | Opt=20.00 | Pred=18.00 | Gap=0.1000 | Hamming=2 | Exact=0
K=2, n=200, m=1200, rep=8 | Opt=18.00 | Pred=13.00 | Gap=0.2778 | Hamming=4 | Exact=0
K=2, n=200, m=1200, rep=9 | Opt=17.00 | Pred=15.00 | Gap=0.1176 | Hamming=4 | Exact=0
K=2, n=200, m=1200, rep=10 | Opt=16.00 | Pred=9.00 | Gap=0.4375 | Hamming=4 | Exact=0
K=2, n=200, m=1200, rep=11 | Opt=14.00 | Pred=14.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=200, m=1200, rep=12 | Opt=15.00 | Pred=13.00 | Gap=0.1333 | Hamming=4 | Exact=0
K=2, n=200, m=1200, rep=13 | Opt=17.00 | Pred=17.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=200, m=1200, rep=14 | Opt=18.00 | Pred=15.00 | Gap=0.1667 | Hamming=4 | Exact=0
K=2, n=200, m=1200, rep=15 | Opt=20.00 | Pred=16.00 | Gap=0.2000 | Hamming=4 | Exact=0
K=2, n=200, m=1200, rep=16 | Opt=18.00 | Pred=16.00 | Gap=0.1111 | Hamming=2 | Exact=0
K=2, n=200, m=1200, rep=17 | Opt=14.00 | Pred=10.00 | Gap=0.2857 | Hamming=4 | Exact=0
K=2, n=200, m=1200, rep=18 | Opt=18.00 | Pred=15.00 | Gap=0.1667 | Hamming=2 | Exact=0
K=2, n=200, m=1200, rep=19 | Opt=5.00 | Pred=5.00 | Gap=0.0000 | Hamming=1 | Exact=0
K=2, n=200, m=1600, rep=0 | Opt=12.00 | Pred=9.00 | Gap=0.2500 | Hamming=2 | Exact=0
K=2, n=200, m=1600, rep=1 | Opt=14.00 | Pred=6.00 | Gap=0.5714 | Hamming=2 | Exact=0
K=2, n=200, m=1600, rep=2 | Opt=12.00 | Pred=12.00 | Gap=0.0000 | Hamming=4 | Exact=0
K=2, n=200, m=1600, rep=3 | Opt=12.00 | Pred=12.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=200, m=1600, rep=4 | Opt=7.00 | Pred=5.00 | Gap=0.2857 | Hamming=4 | Exact=0
K=2, n=200, m=1600, rep=5 | Opt=12.00 | Pred=12.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=200, m=1600, rep=6 | Opt=12.00 | Pred=9.00 | Gap=0.2500 | Hamming=4 | Exact=0
K=2, n=200, m=1600, rep=7 | Opt=15.00 | Pred=12.00 | Gap=0.2000 | Hamming=2 | Exact=0
K=2, n=200, m=1600, rep=8 | Opt=21.00 | Pred=20.00 | Gap=0.0476 | Hamming=2 | Exact=0
K=2, n=200, m=1600, rep=9 | Opt=14.00 | Pred=14.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=200, m=1600, rep=10 | Opt=11.00 | Pred=10.00 | Gap=0.0909 | Hamming=3 | Exact=0
K=2, n=200, m=1600, rep=11 | Opt=12.00 | Pred=11.00 | Gap=0.0833 | Hamming=2 | Exact=0
K=2, n=200, m=1600, rep=12 | Opt=10.00 | Pred=10.00 | Gap=0.0000 | Hamming=1 | Exact=0
K=2, n=200, m=1600, rep=13 | Opt=11.00 | Pred=5.00 | Gap=0.5455 | Hamming=4 | Exact=0
K=2, n=200, m=1600, rep=14 | Opt=13.00 | Pred=10.00 | Gap=0.2308 | Hamming=4 | Exact=0
K=2, n=200, m=1600, rep=15 | Opt=13.00 | Pred=12.00 | Gap=0.0769 | Hamming=2 | Exact=0
K=2, n=200, m=1600, rep=16 | Opt=10.00 | Pred=8.00 | Gap=0.2000 | Hamming=2 | Exact=0
K=2, n=200, m=1600, rep=17 | Opt=16.00 | Pred=13.00 | Gap=0.1875 | Hamming=4 | Exact=0
K=2, n=200, m=1600, rep=18 | Opt=13.00 | Pred=12.00 | Gap=0.0769 | Hamming=4 | Exact=0
K=2, n=200, m=1600, rep=19 | Opt=8.00 | Pred=8.00 | Gap=0.0000 | Hamming=1 | Exact=0
K=2, n=400, m=800, rep=0 | Opt=62.00 | Pred=50.00 | Gap=0.1935 | Hamming=4 | Exact=0
K=2, n=400, m=800, rep=1 | Opt=43.00 | Pred=42.00 | Gap=0.0233 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=2 | Opt=63.00 | Pred=59.00 | Gap=0.0635 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=3 | Opt=48.00 | Pred=44.00 | Gap=0.0833 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=4 | Opt=76.00 | Pred=66.00 | Gap=0.1316 | Hamming=4 | Exact=0
K=2, n=400, m=800, rep=5 | Opt=62.00 | Pred=59.00 | Gap=0.0484 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=6 | Opt=46.00 | Pred=36.00 | Gap=0.2174 | Hamming=4 | Exact=0
K=2, n=400, m=800, rep=7 | Opt=62.00 | Pred=56.00 | Gap=0.0968 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=8 | Opt=39.00 | Pred=30.00 | Gap=0.2308 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=9 | Opt=36.00 | Pred=31.00 | Gap=0.1389 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=10 | Opt=53.00 | Pred=47.00 | Gap=0.1132 | Hamming=4 | Exact=0
K=2, n=400, m=800, rep=11 | Opt=59.00 | Pred=53.00 | Gap=0.1017 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=12 | Opt=38.00 | Pred=38.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=13 | Opt=48.00 | Pred=47.00 | Gap=0.0208 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=14 | Opt=60.00 | Pred=50.00 | Gap=0.1667 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=15 | Opt=75.00 | Pred=67.00 | Gap=0.1067 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=16 | Opt=60.00 | Pred=56.00 | Gap=0.0667 | Hamming=4 | Exact=0
K=2, n=400, m=800, rep=17 | Opt=61.00 | Pred=54.00 | Gap=0.1148 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=18 | Opt=100.00 | Pred=96.00 | Gap=0.0400 | Hamming=2 | Exact=0
K=2, n=400, m=800, rep=19 | Opt=56.00 | Pred=53.00 | Gap=0.0536 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=0 | Opt=42.00 | Pred=37.00 | Gap=0.1190 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=1 | Opt=34.00 | Pred=28.00 | Gap=0.1765 | Hamming=2 | Exact=0
K=2, n=400, m=1000, rep=2 | Opt=41.00 | Pred=36.00 | Gap=0.1220 | Hamming=2 | Exact=0
K=2, n=400, m=1000, rep=3 | Opt=41.00 | Pred=32.00 | Gap=0.2195 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=4 | Opt=36.00 | Pred=32.00 | Gap=0.1111 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=5 | Opt=28.00 | Pred=22.00 | Gap=0.2143 | Hamming=2 | Exact=0
K=2, n=400, m=1000, rep=6 | Opt=44.00 | Pred=41.00 | Gap=0.0682 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=7 | Opt=39.00 | Pred=38.00 | Gap=0.0256 | Hamming=2 | Exact=0
K=2, n=400, m=1000, rep=8 | Opt=46.00 | Pred=40.00 | Gap=0.1304 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=9 | Opt=31.00 | Pred=31.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=1000, rep=10 | Opt=37.00 | Pred=37.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=1000, rep=11 | Opt=26.00 | Pred=13.00 | Gap=0.5000 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=12 | Opt=46.00 | Pred=30.00 | Gap=0.3478 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=13 | Opt=41.00 | Pred=36.00 | Gap=0.1220 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=14 | Opt=54.00 | Pred=49.00 | Gap=0.0926 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=15 | Opt=30.00 | Pred=30.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=1000, rep=16 | Opt=48.00 | Pred=47.00 | Gap=0.0208 | Hamming=2 | Exact=0
K=2, n=400, m=1000, rep=17 | Opt=36.00 | Pred=24.00 | Gap=0.3333 | Hamming=4 | Exact=0
K=2, n=400, m=1000, rep=18 | Opt=40.00 | Pred=33.00 | Gap=0.1750 | Hamming=2 | Exact=0
K=2, n=400, m=1000, rep=19 | Opt=41.00 | Pred=37.00 | Gap=0.0976 | Hamming=4 | Exact=0
K=2, n=400, m=1200, rep=0 | Opt=29.00 | Pred=27.00 | Gap=0.0690 | Hamming=4 | Exact=0
K=2, n=400, m=1200, rep=1 | Opt=46.00 | Pred=40.00 | Gap=0.1304 | Hamming=2 | Exact=0
K=2, n=400, m=1200, rep=2 | Opt=34.00 | Pred=34.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=1200, rep=3 | Opt=35.00 | Pred=29.00 | Gap=0.1714 | Hamming=2 | Exact=0
K=2, n=400, m=1200, rep=4 | Opt=31.00 | Pred=28.00 | Gap=0.0968 | Hamming=4 | Exact=0
K=2, n=400, m=1200, rep=5 | Opt=40.00 | Pred=37.00 | Gap=0.0750 | Hamming=2 | Exact=0
K=2, n=400, m=1200, rep=6 | Opt=26.00 | Pred=26.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=1200, rep=7 | Opt=27.00 | Pred=27.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=1200, rep=8 | Opt=27.00 | Pred=26.00 | Gap=0.0370 | Hamming=2 | Exact=0
K=2, n=400, m=1200, rep=9 | Opt=38.00 | Pred=38.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=1200, rep=10 | Opt=37.00 | Pred=29.00 | Gap=0.2162 | Hamming=4 | Exact=0
K=2, n=400, m=1200, rep=11 | Opt=41.00 | Pred=41.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=1200, rep=12 | Opt=45.00 | Pred=41.00 | Gap=0.0889 | Hamming=4 | Exact=0
K=2, n=400, m=1200, rep=13 | Opt=37.00 | Pred=28.00 | Gap=0.2432 | Hamming=4 | Exact=0
K=2, n=400, m=1200, rep=14 | Opt=29.00 | Pred=18.00 | Gap=0.3793 | Hamming=4 | Exact=0
K=2, n=400, m=1200, rep=15 | Opt=30.00 | Pred=30.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=1200, rep=16 | Opt=45.00 | Pred=40.00 | Gap=0.1111 | Hamming=2 | Exact=0
K=2, n=400, m=1200, rep=17 | Opt=39.00 | Pred=39.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=1200, rep=18 | Opt=42.00 | Pred=36.00 | Gap=0.1429 | Hamming=2 | Exact=0
K=2, n=400, m=1200, rep=19 | Opt=29.00 | Pred=19.00 | Gap=0.3448 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=0 | Opt=32.00 | Pred=30.00 | Gap=0.0625 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=1 | Opt=29.00 | Pred=27.00 | Gap=0.0690 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=2 | Opt=26.00 | Pred=24.00 | Gap=0.0769 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=3 | Opt=22.00 | Pred=18.00 | Gap=0.1818 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=4 | Opt=20.00 | Pred=17.00 | Gap=0.1500 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=5 | Opt=26.00 | Pred=25.00 | Gap=0.0385 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=6 | Opt=26.00 | Pred=26.00 | Gap=0.0000 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=7 | Opt=25.00 | Pred=21.00 | Gap=0.1600 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=8 | Opt=21.00 | Pred=13.00 | Gap=0.3810 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=9 | Opt=22.00 | Pred=18.00 | Gap=0.1818 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=10 | Opt=25.00 | Pred=23.00 | Gap=0.0800 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=11 | Opt=36.00 | Pred=33.00 | Gap=0.0833 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=12 | Opt=20.00 | Pred=19.00 | Gap=0.0500 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=13 | Opt=27.00 | Pred=23.00 | Gap=0.1481 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=14 | Opt=23.00 | Pred=19.00 | Gap=0.1739 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=15 | Opt=24.00 | Pred=23.00 | Gap=0.0417 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=16 | Opt=29.00 | Pred=25.00 | Gap=0.1379 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=17 | Opt=20.00 | Pred=18.00 | Gap=0.1000 | Hamming=4 | Exact=0
K=2, n=400, m=1600, rep=18 | Opt=27.00 | Pred=25.00 | Gap=0.0741 | Hamming=2 | Exact=0
K=2, n=400, m=1600, rep=19 | Opt=26.00 | Pred=21.00 | Gap=0.1923 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=0 | Opt=18.00 | Pred=18.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2000, rep=1 | Opt=22.00 | Pred=15.00 | Gap=0.3182 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=2 | Opt=20.00 | Pred=20.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=3 | Opt=23.00 | Pred=23.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=4 | Opt=17.00 | Pred=13.00 | Gap=0.2353 | Hamming=3 | Exact=0
K=2, n=400, m=2000, rep=5 | Opt=20.00 | Pred=18.00 | Gap=0.1000 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=6 | Opt=12.00 | Pred=12.00 | Gap=0.0000 | Hamming=1 | Exact=0
K=2, n=400, m=2000, rep=7 | Opt=15.00 | Pred=15.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2000, rep=8 | Opt=20.00 | Pred=14.00 | Gap=0.3000 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=9 | Opt=17.00 | Pred=11.00 | Gap=0.3529 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=10 | Opt=22.00 | Pred=20.00 | Gap=0.0909 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=11 | Opt=10.00 | Pred=10.00 | Gap=0.0000 | Hamming=1 | Exact=0
K=2, n=400, m=2000, rep=12 | Opt=22.00 | Pred=11.00 | Gap=0.5000 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=13 | Opt=27.00 | Pred=24.00 | Gap=0.1111 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=14 | Opt=23.00 | Pred=18.00 | Gap=0.2174 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=15 | Opt=24.00 | Pred=24.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=16 | Opt=23.00 | Pred=18.00 | Gap=0.2174 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=17 | Opt=29.00 | Pred=28.00 | Gap=0.0345 | Hamming=2 | Exact=0
K=2, n=400, m=2000, rep=18 | Opt=28.00 | Pred=22.00 | Gap=0.2143 | Hamming=4 | Exact=0
K=2, n=400, m=2000, rep=19 | Opt=20.00 | Pred=16.00 | Gap=0.2000 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=0 | Opt=24.00 | Pred=19.00 | Gap=0.2083 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=1 | Opt=18.00 | Pred=11.00 | Gap=0.3889 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=2 | Opt=15.00 | Pred=14.00 | Gap=0.0667 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=3 | Opt=18.00 | Pred=18.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=2400, rep=4 | Opt=15.00 | Pred=15.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=5 | Opt=20.00 | Pred=19.00 | Gap=0.0500 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=6 | Opt=19.00 | Pred=19.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=7 | Opt=23.00 | Pred=22.00 | Gap=0.0435 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=8 | Opt=21.00 | Pred=19.00 | Gap=0.0952 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=9 | Opt=17.00 | Pred=14.00 | Gap=0.1765 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=10 | Opt=16.00 | Pred=15.00 | Gap=0.0625 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=11 | Opt=22.00 | Pred=18.00 | Gap=0.1818 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=12 | Opt=18.00 | Pred=17.00 | Gap=0.0556 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=13 | Opt=18.00 | Pred=17.00 | Gap=0.0556 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=14 | Opt=25.00 | Pred=19.00 | Gap=0.2400 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=15 | Opt=19.00 | Pred=19.00 | Gap=0.0000 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=16 | Opt=16.00 | Pred=15.00 | Gap=0.0625 | Hamming=4 | Exact=0
K=2, n=400, m=2400, rep=17 | Opt=19.00 | Pred=19.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=18 | Opt=15.00 | Pred=13.00 | Gap=0.1333 | Hamming=2 | Exact=0
K=2, n=400, m=2400, rep=19 | Opt=17.00 | Pred=13.00 | Gap=0.2353 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=0 | Opt=13.00 | Pred=11.00 | Gap=0.1538 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=1 | Opt=13.00 | Pred=13.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=3200, rep=2 | Opt=14.00 | Pred=8.00 | Gap=0.4286 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=3 | Opt=13.00 | Pred=11.00 | Gap=0.1538 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=4 | Opt=11.00 | Pred=9.00 | Gap=0.1818 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=5 | Opt=17.00 | Pred=13.00 | Gap=0.2353 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=6 | Opt=14.00 | Pred=12.00 | Gap=0.1429 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=7 | Opt=18.00 | Pred=18.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=3200, rep=8 | Opt=12.00 | Pred=11.00 | Gap=0.0833 | Hamming=3 | Exact=0
K=2, n=400, m=3200, rep=9 | Opt=19.00 | Pred=17.00 | Gap=0.1053 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=10 | Opt=22.00 | Pred=19.00 | Gap=0.1364 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=11 | Opt=15.00 | Pred=14.00 | Gap=0.0667 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=12 | Opt=14.00 | Pred=11.00 | Gap=0.2143 | Hamming=3 | Exact=0
K=2, n=400, m=3200, rep=13 | Opt=13.00 | Pred=11.00 | Gap=0.1538 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=14 | Opt=16.00 | Pred=16.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=15 | Opt=13.00 | Pred=9.00 | Gap=0.3077 | Hamming=3 | Exact=0
K=2, n=400, m=3200, rep=16 | Opt=20.00 | Pred=20.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=400, m=3200, rep=17 | Opt=16.00 | Pred=13.00 | Gap=0.1875 | Hamming=2 | Exact=0
K=2, n=400, m=3200, rep=18 | Opt=17.00 | Pred=13.00 | Gap=0.2353 | Hamming=4 | Exact=0
K=2, n=400, m=3200, rep=19 | Opt=17.00 | Pred=16.00 | Gap=0.0588 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=0 | Opt=42.00 | Pred=35.00 | Gap=0.1667 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=1 | Opt=55.00 | Pred=50.00 | Gap=0.0909 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=2 | Opt=55.00 | Pred=48.00 | Gap=0.1273 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=3 | Opt=46.00 | Pred=43.00 | Gap=0.0652 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=4 | Opt=53.00 | Pred=41.00 | Gap=0.2264 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=5 | Opt=27.00 | Pred=27.00 | Gap=0.0000 | Hamming=0 | Exact=1
K=2, n=600, m=1200, rep=6 | Opt=55.00 | Pred=52.00 | Gap=0.0545 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=7 | Opt=50.00 | Pred=50.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=8 | Opt=64.00 | Pred=59.00 | Gap=0.0781 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=9 | Opt=58.00 | Pred=48.00 | Gap=0.1724 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=10 | Opt=47.00 | Pred=47.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=11 | Opt=59.00 | Pred=50.00 | Gap=0.1525 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=12 | Opt=25.00 | Pred=13.00 | Gap=0.4800 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=13 | Opt=36.00 | Pred=25.00 | Gap=0.3056 | Hamming=4 | Exact=0
K=2, n=600, m=1200, rep=14 | Opt=80.00 | Pred=78.00 | Gap=0.0250 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=15 | Opt=62.00 | Pred=57.00 | Gap=0.0806 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=16 | Opt=46.00 | Pred=41.00 | Gap=0.1087 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=17 | Opt=36.00 | Pred=31.00 | Gap=0.1389 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=18 | Opt=56.00 | Pred=56.00 | Gap=0.0000 | Hamming=2 | Exact=0
K=2, n=600, m=1200, rep=19 | Opt=66.00 | Pred=63.00 | Gap=0.0455 | Hamming=2 | Exact=0
K=2, n=600, m=1500, rep=0 | Opt=42.00 | Pred=37.00 | Gap=0.1190 | Hamming=4 | Exact=0
K=2, n=600, m=1500, rep=1 | Opt=46.00 | Pred=36.00 | Gap=0.2174 | Hamming=2 | Exact=0
